gene	p	CHR	POS
ENSSSAG00000045598	1.46E-07	ssa15	11604248
ENSSSAG00000095867	2.89E-13	ssa15	12345920
ENSSSAG00000109028	3.04E-07	ssa15	12370374
ENSSSAG00000042980	0.00645866	ssa15	12470765
ENSSSAG00000099936	1.18E-08	ssa15	12586468
ENSSSAG00000106536	1.80E-07	ssa15	12730091
ENSSSAG00000122164	0.00266608	ssa15	17190834
ENSSSAG00000048104	0.00333424	ssa15	17190834
ENSSSAG00000048914	3.59E-07	ssa15	17242300
ENSSSAG00000059365	3.77E-08	ssa15	17543182
ENSSSAG00000088303	6.66E-05	ssa15	17583950
ENSSSAG00000081879	0.000206275	ssa15	17583950
ENSSSAG00000057830	0.0497725	ssa15	17583950
ENSSSAG00000055449	5.92E-06	ssa15	17705391
ENSSSAG00000056372	1.45E-35	ssa15	18407056
ENSSSAG00000111561	6.02E-42	ssa15	19113171
ENSSSAG00000057772	2.48E-09	ssa15	19113171
ENSSSAG00000050787	5.19E-06	ssa15	20480698
ENSSSAG00000039364	1.32E-07	ssa15	20706610
ENSSSAG00000046644	0.00170046	ssa15	23203513
ENSSSAG00000040391	2.73E-20	ssa15	23219123
ENSSSAG00000068541	0.0178563	ssa15	23463877
ENSSSAG00000056094	0.0327782	ssa15	24052715
ENSSSAG00000068934	3.85E-06	ssa15	24464525
ENSSSAG00000073556	2.89E-07	ssa15	24467061
ENSSSAG00000062650	0.006288	ssa15	24479750
ENSSSAG00000068601	0.020836	ssa15	24540253
ENSSSAG00000074405	8.75E-11	ssa15	25172337
ENSSSAG00000062440	1.60E-17	ssa15	25243151
ENSSSAG00000047945	4.21E-06	ssa15	26321460
ENSSSAG00000046299	2.60E-13	ssa15	26565192
ENSSSAG00000048064	1.49E-15	ssa15	28205512
ENSSSAG00000062986	7.33E-06	ssa15	28217332
ENSSSAG00000068916	0.018966	ssa15	28348794
ENSSSAG00000090794	3.26E-05	ssa15	28356382
ENSSSAG00000073223	2.28E-15	ssa15	28585799
ENSSSAG00000065331	0.0311804	ssa15	28636239
ENSSSAG00000088306	0.00122611	ssa15	28823377
ENSSSAG00000119745	0.00416685	ssa15	29259782
ENSSSAG00000067980	0.00624067	ssa15	29588193
ENSSSAG00000117574	1.49E-07	ssa15	29829557
ENSSSAG00000055701	7.12E-22	ssa15	29862439
ENSSSAG00000047878	1.05E-19	ssa15	29879124
ENSSSAG00000055876	9.16E-08	ssa15	31022933
ENSSSAG00000042928	0.0116087	ssa15	31205604
ENSSSAG00000056040	0.00811692	ssa15	31632877
ENSSSAG00000080008	5.75E-06	ssa15	32878683
ENSSSAG00000040719	8.55E-09	ssa15	33185020
ENSSSAG00000120483	2.35E-35	ssa15	33199541
ENSSSAG00000093166	0.037175	ssa15	33242582
ENSSSAG00000070744	0.019812	ssa15	33658061
ENSSSAG00000117114	0.000559677	ssa15	33913280
ENSSSAG00000066588	5.05E-07	ssa15	34558843
ENSSSAG00000042820	0.000130911	ssa15	34597694
ENSSSAG00000043780	0.00190707	ssa15	35565757
ENSSSAG00000091927	1.52E-06	ssa15	35568017
ENSSSAG00000102789	0.000191929	ssa15	36915236
ENSSSAG00000080622	1.75E-05	ssa15	36972417
ENSSSAG00000079758	0.0421927	ssa15	37148562
ENSSSAG00000074112	1.59E-05	ssa15	38274660
ENSSSAG00000080668	0.0359058	ssa15	39020401
ENSSSAG00000067472	5.48E-06	ssa15	39071642
ENSSSAG00000097790	1.40E-32	ssa15	40690951
ENSSSAG00000077376	0.00102884	ssa15	40924642
ENSSSAG00000042933	0.000635368	ssa15	41657694
ENSSSAG00000039861	0.00440028	ssa15	41657694
ENSSSAG00000054295	0.0233116	ssa15	41871877
ENSSSAG00000117696	0.00268244	ssa15	41926031
ENSSSAG00000080665	0.00368293	ssa15	42362442
ENSSSAG00000056834	0.00109637	ssa15	42372187
ENSSSAG00000041214	0.000501502	ssa15	42382506
ENSSSAG00000045336	0.0187852	ssa15	42839744
ENSSSAG00000106333	0.0110027	ssa15	42959539
ENSSSAG00000074175	0.0126549	ssa15	43953462
ENSSSAG00000074025	0.00394775	ssa15	44452096
ENSSSAG00000072297	0.0325785	ssa15	44575903
ENSSSAG00000067594	0.0354338	ssa15	44835798
ENSSSAG00000056589	4.52E-10	ssa15	45300721
ENSSSAG00000067785	0.0207033	ssa15	45575676
ENSSSAG00000041487	2.59E-15	ssa15	45812948
ENSSSAG00000041224	6.24E-15	ssa15	45812948
ENSSSAG00000041428	3.02E-37	ssa15	46709681
ENSSSAG00000114784	0.0489829	ssa15	46828532
ENSSSAG00000065477	0.0289867	ssa15	47954073
ENSSSAG00000116194	0.0252413	ssa15	47979878
ENSSSAG00000115279	0.00363562	ssa15	47980490
ENSSSAG00000074706	0.000228151	ssa15	50462425
ENSSSAG00000044070	0.00074154	ssa15	51733253
ENSSSAG00000090137	0.0390701	ssa15	52747623
ENSSSAG00000046589	9.17E-15	ssa15	52809211
ENSSSAG00000067133	1.42E-08	ssa15	53474019
ENSSSAG00000046833	0.00524479	ssa15	53764655
ENSSSAG00000072986	0.0180976	ssa15	54610137
ENSSSAG00000122119	0.0308269	ssa15	54660432
ENSSSAG00000073058	0.000169382	ssa15	55417370
ENSSSAG00000118529	0.018648	ssa15	55462494
ENSSSAG00000044396	0.00146119	ssa15	55488041
ENSSSAG00000040169	4.37E-38	ssa15	56558507
ENSSSAG00000086151	4.88E-05	ssa15	58403601
ENSSSAG00000006635	5.41E-21	ssa15	58426086
ENSSSAG00000006651	1.06E-15	ssa15	58426086
ENSSSAG00000077668	1.50E-07	ssa15	60940263
ENSSSAG00000087293	0.0469921	ssa15	61218264
ENSSSAG00000089359	4.98E-42	ssa15	61303645
ENSSSAG00000070289	0.031305	ssa15	61348907
ENSSSAG00000006676	0.009282	ssa15	61574849
ENSSSAG00000114249	0.0104686	ssa15	64149215
ENSSSAG00000055843	0.0260557	ssa15	64311066
ENSSSAG00000056236	8.12E-10	ssa15	64347224
ENSSSAG00000007991	2.98E-05	ssa15	64387602
ENSSSAG00000067402	0.0046289	ssa15	64704354
ENSSSAG00000040162	1.68E-10	ssa15	64853780
ENSSSAG00000077648	0.0391978	ssa15	64902796
ENSSSAG00000006851	0.026333	ssa15	65209822
ENSSSAG00000007667	0.028411	ssa15	65313236
ENSSSAG00000014280	3.21E-18	ssa15	65557043
ENSSSAG00000103879	7.49E-05	ssa15	66548738
ENSSSAG00000109475	1.92E-06	ssa15	66618974
ENSSSAG00000085630	1.69E-52	ssa15	67090091
ENSSSAG00000105947	1.34E-50	ssa15	67336904
ENSSSAG00000066762	4.02E-07	ssa15	67891682
ENSSSAG00000066884	2.72E-13	ssa15	68025922
ENSSSAG00000067425	1.34E-08	ssa15	68025922
ENSSSAG00000066738	0.0044466	ssa15	68150425
ENSSSAG00000067499	0.000380866	ssa15	68150747
ENSSSAG00000067478	1.28E-10	ssa15	68181007
ENSSSAG00000039810	0.000111389	ssa15	68707402
ENSSSAG00000070353	0.00123077	ssa15	68811161
ENSSSAG00000086483	1.21E-52	ssa15	68822273
ENSSSAG00000070314	7.71E-25	ssa15	68838016
ENSSSAG00000093278	0.00119347	ssa15	68897832
ENSSSAG00000007353	0.017663	ssa15	69059951
ENSSSAG00000046331	0.0317956	ssa15	69241660
ENSSSAG00000055221	0.01736	ssa15	70691858
ENSSSAG00000007423	4.79E-05	ssa15	70691947
ENSSSAG00000067253	0.037205	ssa15	70800503
ENSSSAG00000039509	1.62E-05	ssa15	71024166
ENSSSAG00000090792	7.31E-05	ssa15	71042984
ENSSSAG00000068256	0.045841	ssa15	71367721
ENSSSAG00000076312	0.0486709	ssa15	71367721
ENSSSAG00000088596	0.0235667	ssa15	71634433
ENSSSAG00000068338	0.0169704	ssa15	71756565
ENSSSAG00000047251	7.86E-08	ssa15	71807551
ENSSSAG00000055414	2.03E-52	ssa15	72234676
ENSSSAG00000067127	0.0203371	ssa15	72898054
ENSSSAG00000068248	2.63E-05	ssa15	73289207
ENSSSAG00000068187	0.0168802	ssa15	73289207
ENSSSAG00000006709	0.0258784	ssa15	73526655
ENSSSAG00000040820	0.0184345	ssa15	73756507
ENSSSAG00000008742	0.00331767	ssa15	74975989
ENSSSAG00000061265	0.0425145	ssa15	74976710
ENSSSAG00000068569	0.0352123	ssa15	76039837
ENSSSAG00000049688	3.13E-15	ssa15	76739075
ENSSSAG00000079454	0.0299865	ssa15	76860300
ENSSSAG00000122038	5.51E-05	ssa15	77203625
ENSSSAG00000007310	3.43E-16	ssa15	77324143
ENSSSAG00000058155	0.000112766	ssa15	77335453
ENSSSAG00000114495	4.36E-06	ssa15	77335730
ENSSSAG00000007302	0.00048264	ssa15	77351175
ENSSSAG00000059138	0.00130566	ssa15	77451996
ENSSSAG00000058279	0.0291285	ssa15	77674176
ENSSSAG00000053074	0.000913825	ssa15	77741663
ENSSSAG00000007137	6.24E-18	ssa15	77894130
ENSSSAG00000109613	0.00620442	ssa15	78683885
ENSSSAG00000068500	0.000543588	ssa15	78692872
ENSSSAG00000078070	7.88E-06	ssa15	79350994
ENSSSAG00000052811	0.00867452	ssa15	79553323
ENSSSAG00000080168	0.0092559	ssa15	79736048
ENSSSAG00000049625	8.52E-08	ssa15	80673945
ENSSSAG00000058922	0.0094175	ssa15	80900738
ENSSSAG00000052087	0.000995639	ssa15	80931409
ENSSSAG00000049613	0.0106115	ssa15	81537317
ENSSSAG00000082099	0.042643	ssa15	81544290
ENSSSAG00000078820	0.00104649	ssa15	82412996
ENSSSAG00000079451	0.00775882	ssa15	82643325
ENSSSAG00000073311	0.025056	ssa15	82968797
ENSSSAG00000079287	0.0171185	ssa15	84941332
ENSSSAG00000066027	0.0402911	ssa15	85345553
ENSSSAG00000044002	0.00862326	ssa15	85965016
ENSSSAG00000071610	0.0415609	ssa15	86542586
ENSSSAG00000067399	9.36E-07	ssa15	86562471
ENSSSAG00000108663	0.00017071	ssa15	86572180
ENSSSAG00000084852	0.000115931	ssa15	86619374
ENSSSAG00000074044	9.64E-16	ssa15	86648882
ENSSSAG00000073629	0.0025273	ssa15	86795170
ENSSSAG00000071086	0.000732082	ssa15	87147759
ENSSSAG00000073528	0.000216538	ssa15	87961067
ENSSSAG00000066030	0.0166972	ssa15	87980607
ENSSSAG00000068151	0.0245705	ssa15	87980607
ENSSSAG00000050887	0.0158382	ssa15	88154809
ENSSSAG00000065643	0.0231655	ssa15	88162298
ENSSSAG00000056533	0.0240161	ssa15	88331446
ENSSSAG00000054310	0.0455936	ssa15	88369946
ENSSSAG00000111582	0.0466923	ssa15	88469184
ENSSSAG00000112052	2.57E-13	ssa15	89557055
ENSSSAG00000067024	0.0453931	ssa15	89557055
ENSSSAG00000044248	0.0200321	ssa15	89596192
ENSSSAG00000054277	0.0145225	ssa15	90499787
ENSSSAG00000066133	0.000200464	ssa15	90648299
ENSSSAG00000064907	0.0144055	ssa15	90755629
ENSSSAG00000069109	0.00751234	ssa15	90963673
ENSSSAG00000069028	0.00016401	ssa15	91098115
ENSSSAG00000077142	3.68E-12	ssa15	91098458
ENSSSAG00000067358	7.14E-30	ssa15	91178243
ENSSSAG00000044027	5.43E-26	ssa15	91596634
ENSSSAG00000110153	0.000945233	ssa15	92186842
ENSSSAG00000044959	0.0495937	ssa15	92219413
ENSSSAG00000065823	6.93E-05	ssa15	92350606
ENSSSAG00000045032	0.0321767	ssa15	92350606
ENSSSAG00000051508	6.15E-08	ssa15	92548483
ENSSSAG00000054369	1.96E-21	ssa15	92595118
ENSSSAG00000024733	0.0137998	ssa15	93051222
ENSSSAG00000103659	2.52E-05	ssa15	93441695
ENSSSAG00000041848	1.75E-06	ssa15	94158720
ENSSSAG00000066216	1.05E-15	ssa15	94178093
ENSSSAG00000088701	7.65E-10	ssa15	94178093
ENSSSAG00000120187	1.66E-05	ssa15	94375338
ENSSSAG00000006022	1.13E-10	ssa15	95707691
ENSSSAG00000012488	0.000609181	ssa15	96161656
ENSSSAG00000098774	0.0256391	ssa15	96261000
ENSSSAG00000068423	0.0435308	ssa15	96261000
ENSSSAG00000010725	0.0178372	ssa15	97347988
ENSSSAG00000061314	3.20E-06	ssa15	97728944
ENSSSAG00000066936	0.00118654	ssa15	97787688
ENSSSAG00000086443	0.000414868	ssa15	97791147
ENSSSAG00000070098	0.000279503	ssa15	97905902
ENSSSAG00000074187	0.00084479	ssa15	98446342
ENSSSAG00000061684	2.62E-23	ssa15	98644401
ENSSSAG00000099494	7.07E-06	ssa15	98765542
ENSSSAG00000074310	4.08E-12	ssa15	99040925
ENSSSAG00000113151	0.00586671	ssa15	101104476
ENSSSAG00000085590	5.08E-07	ssa15	101447643
ENSSSAG00000098985	0.0020369	ssa15	101859903
ENSSSAG00000060923	0.0138068	ssa15	102336637
ENSSSAG00000070276	1.75E-13	ssa15	102498255
ENSSSAG00000016162	1.71E-05	ssa15	102854207
ENSSSAG00000061491	1.28E-06	ssa15	103025081
ENSSSAG00000040589	0.00035726	ssa15	103066706
ENSSSAG00000086609	4.33E-08	ssa15	103197864
ENSSSAG00000098713	1.95E-06	ssa15	103606255
ENSSSAG00000046279	0.000251914	ssa15	103768599
ENSSSAG00000048260	2.34E-06	ssa15	104091508
ENSSSAG00000070833	2.44E-11	ssa15	104092157
ENSSSAG00000095322	1.21E-13	ssa15	107001723
ENSSSAG00000047976	0.00166558	ssa15	107292624
ENSSSAG00000116020	1.62E-14	ssa15	107845961
ENSSSAG00000108197	0.021541	ssa15	107845961
ENSSSAG00000009596	1.22E-09	ssa15	108868707
ENSSSAG00000051618	0.000207824	ssa15	109322863
ENSSSAG00000051426	1.28E-08	ssa15	109517325
ENSSSAG00000085449	0.00238825	ssa15	110115522
ENSSSAG00000121208	0.00176545	ssa15	110116371
ENSSSAG00000051472	5.00E-06	ssa15	110116773
ENSSSAG00000083070	0.00108779	ssa15	110116773
ENSSSAG00000040141	1.65E-07	ssa15	110116975
ENSSSAG00000051575	0.000548141	ssa16	2271626
ENSSSAG00000041529	0.00215772	ssa16	2281170
ENSSSAG00000051046	0.000385967	ssa16	2582541
ENSSSAG00000070691	0.0185356	ssa16	4176846
ENSSSAG00000071783	0.0140706	ssa16	4281956
ENSSSAG00000071379	0.000143758	ssa16	4394989
ENSSSAG00000107532	0.0305944	ssa16	6267529
ENSSSAG00000064106	1.77E-07	ssa16	6788186
ENSSSAG00000074381	4.55E-05	ssa16	9563215
ENSSSAG00000051689	2.80E-05	ssa16	9781713
ENSSSAG00000116904	2.45E-07	ssa16	10334770
ENSSSAG00000068162	0.0209207	ssa16	10403695
ENSSSAG00000045880	0.000291993	ssa16	11382893
ENSSSAG00000039947	0.0247612	ssa16	11636803
ENSSSAG00000042254	0.00217228	ssa16	12527218
ENSSSAG00000106537	1.86E-08	ssa16	12639121
ENSSSAG00000054319	0.00740479	ssa16	13250366
ENSSSAG00000068893	0.0018369	ssa16	14017969
ENSSSAG00000120730	4.74E-08	ssa16	14057907
ENSSSAG00000065676	0.0195949	ssa16	14122191
ENSSSAG00000067571	0.0369951	ssa16	14153368
ENSSSAG00000067326	0.0206215	ssa16	16425923
ENSSSAG00000074448	0.00363015	ssa16	16457192
ENSSSAG00000076990	1.20E-13	ssa16	16476250
ENSSSAG00000076668	0.043698	ssa16	17352603
ENSSSAG00000075434	0.00121492	ssa16	17377757
ENSSSAG00000076915	0.0382833	ssa16	17379151
ENSSSAG00000063388	0.00985012	ssa16	17671836
ENSSSAG00000077381	3.41E-18	ssa16	18357356
ENSSSAG00000067694	0.0108773	ssa16	18853087
ENSSSAG00000067703	1.55E-09	ssa16	19660169
ENSSSAG00000090776	0.0323483	ssa16	21288616
ENSSSAG00000063444	3.87E-06	ssa16	21299490
ENSSSAG00000007490	3.24E-14	ssa16	21354460
ENSSSAG00000051489	3.61E-08	ssa16	21956357
ENSSSAG00000077416	3.30E-08	ssa16	21991383
ENSSSAG00000077424	0.0061746	ssa16	21991648
ENSSSAG00000076373	0.00613297	ssa16	22047124
ENSSSAG00000093511	3.02E-06	ssa16	23288096
ENSSSAG00000047459	0.000555487	ssa16	23815650
ENSSSAG00000109325	1.64E-10	ssa16	23932393
ENSSSAG00000116411	4.79E-05	ssa16	23963857
ENSSSAG00000006921	1.32E-13	ssa16	24158945
ENSSSAG00000023022	1.49E-72	ssa16	24194672
ENSSSAG00000006140	3.30E-53	ssa16	24194672
ENSSSAG00000076379	0.00523887	ssa16	24290389
ENSSSAG00000007460	3.57E-06	ssa16	24486930
ENSSSAG00000086282	2.64E-22	ssa16	24588684
ENSSSAG00000051628	0.0222242	ssa16	24692556
ENSSSAG00000114399	2.56E-05	ssa16	24988641
ENSSSAG00000053504	0.022173	ssa16	25311827
ENSSSAG00000045696	0.00163492	ssa16	25690837
ENSSSAG00000118587	0.019924	ssa16	25898115
ENSSSAG00000051636	3.33E-05	ssa16	26626661
ENSSSAG00000107863	4.08E-08	ssa16	27073285
ENSSSAG00000114787	4.75E-20	ssa16	27403826
ENSSSAG00000069121	0.0469734	ssa16	27423263
ENSSSAG00000105605	1.75E-46	ssa16	29847934
ENSSSAG00000064390	2.69E-06	ssa16	30395493
ENSSSAG00000119246	0.00122008	ssa16	31088794
ENSSSAG00000067950	5.29E-08	ssa16	31275469
ENSSSAG00000068103	2.03E-74	ssa16	31407355
ENSSSAG00000064442	9.61E-06	ssa16	31504547
ENSSSAG00000119995	4.35E-05	ssa16	31820191
ENSSSAG00000042031	0.00455001	ssa16	32865655
ENSSSAG00000067932	0.0444522	ssa16	34636264
ENSSSAG00000040025	0.00459974	ssa16	34780985
ENSSSAG00000084042	0.0124497	ssa16	34948437
ENSSSAG00000042607	0.0404727	ssa16	36396353
ENSSSAG00000072786	0.000527961	ssa16	37796569
ENSSSAG00000107240	0.0449313	ssa16	38096311
ENSSSAG00000039718	1.89E-64	ssa16	38347912
ENSSSAG00000039849	3.22E-05	ssa16	38347912
ENSSSAG00000069422	0.00415263	ssa16	38381913
ENSSSAG00000054657	0.00106	ssa16	38384259
ENSSSAG00000069436	0.00284432	ssa16	38861796
ENSSSAG00000071222	5.39E-22	ssa16	39155145
ENSSSAG00000071212	0.00197321	ssa16	39420181
ENSSSAG00000057072	0.0163244	ssa16	39428324
ENSSSAG00000072734	0.0442628	ssa16	39428324
ENSSSAG00000056734	0.00322417	ssa16	39483719
ENSSSAG00000007601	5.54E-27	ssa16	39559086
ENSSSAG00000006363	0.0138858	ssa16	40053878
ENSSSAG00000057710	9.63E-06	ssa16	40166452
ENSSSAG00000072035	3.25E-10	ssa16	40490549
ENSSSAG00000072070	0.00999263	ssa16	40490549
ENSSSAG00000094020	2.63E-11	ssa16	41018988
ENSSSAG00000037652	3.27E-06	ssa16	41580174
ENSSSAG00000044494	6.60E-05	ssa16	42321303
ENSSSAG00000073228	3.69E-05	ssa16	42451442
ENSSSAG00000064921	0.00069015	ssa16	42751878
ENSSSAG00000112516	8.86E-05	ssa16	43103747
ENSSSAG00000006877	2.87E-31	ssa16	44592080
ENSSSAG00000093119	0.0148002	ssa16	44637054
ENSSSAG00000006747	0.00514488	ssa16	44677101
ENSSSAG00000072924	8.77E-45	ssa16	44717558
ENSSSAG00000120356	0.00277858	ssa16	44717558
ENSSSAG00000043932	3.05E-06	ssa16	44983971
ENSSSAG00000044861	0.00496809	ssa16	45342134
ENSSSAG00000108050	1.06E-05	ssa16	46892301
ENSSSAG00000112886	0.00502732	ssa16	47275968
ENSSSAG00000006209	0.000284926	ssa16	47383250
ENSSSAG00000096927	0.00169226	ssa16	47383250
ENSSSAG00000006625	9.19E-05	ssa16	47879446
ENSSSAG00000047041	0.000464076	ssa16	47976115
ENSSSAG00000044182	0.00670623	ssa16	48610817
ENSSSAG00000096789	5.19E-27	ssa16	48656688
ENSSSAG00000012031	0.0210094	ssa16	48674500
ENSSSAG00000077997	0.0115128	ssa16	49187965
ENSSSAG00000007252	6.74E-19	ssa16	49717387
ENSSSAG00000077298	0.00078582	ssa16	50504495
ENSSSAG00000043025	5.22E-06	ssa16	50527334
ENSSSAG00000044838	6.10E-52	ssa16	50561953
ENSSSAG00000003124	0.000187322	ssa16	50593362
ENSSSAG00000027734	0.024802	ssa16	51389348
ENSSSAG00000066991	0.000191364	ssa16	51406194
ENSSSAG00000008119	3.33E-25	ssa16	51870880
ENSSSAG00000106560	6.53E-49	ssa16	51914302
ENSSSAG00000100144	1.91E-23	ssa16	52093948
ENSSSAG00000111242	0.0104885	ssa16	52235622
ENSSSAG00000057392	2.06E-39	ssa16	53542036
ENSSSAG00000098890	0.00441219	ssa16	53570552
ENSSSAG00000095344	0.0154994	ssa16	53644768
ENSSSAG00000074681	0.00171213	ssa16	53704409
ENSSSAG00000047708	0.00944409	ssa16	54244296
ENSSSAG00000085797	2.32E-11	ssa16	54733740
ENSSSAG00000047169	2.43E-15	ssa16	55926919
ENSSSAG00000047113	0.0205604	ssa16	55926919
ENSSSAG00000024860	0.0181602	ssa16	57620526
ENSSSAG00000009165	0.0409414	ssa16	57897709
ENSSSAG00000089462	0.0204596	ssa16	59700617
ENSSSAG00000019890	0.0347653	ssa16	60381099
ENSSSAG00000007664	4.80E-07	ssa16	60469166
ENSSSAG00000081450	0.0019089	ssa16	61005355
ENSSSAG00000047772	0.00395965	ssa16	61045589
ENSSSAG00000116062	0.00399691	ssa16	61671598
ENSSSAG00000117407	5.32E-12	ssa16	61752424
ENSSSAG00000086044	0.00028478	ssa16	61830169
ENSSSAG00000015551	0.0389719	ssa16	61877186
ENSSSAG00000042764	0.0236414	ssa16	62554559
ENSSSAG00000082548	1.44E-05	ssa16	62555970
ENSSSAG00000095267	0.00230345	ssa16	63063699
ENSSSAG00000039274	0.0111095	ssa16	63063699
ENSSSAG00000039012	0.0116546	ssa16	63063699
ENSSSAG00000065378	0.000268784	ssa16	63097343
ENSSSAG00000046359	1.12E-13	ssa16	63142066
ENSSSAG00000046077	0.00234709	ssa16	64712796
ENSSSAG00000078022	0.00274535	ssa16	66441045
ENSSSAG00000007805	6.71E-12	ssa16	67588061
ENSSSAG00000041914	0.0381721	ssa16	67616771
ENSSSAG00000067494	0.00705618	ssa16	68078218
ENSSSAG00000083359	0.0179753	ssa16	68078218
ENSSSAG00000044835	3.76E-19	ssa16	68246241
ENSSSAG00000079411	0.0241082	ssa16	69067898
ENSSSAG00000053120	0.0134916	ssa16	69088048
ENSSSAG00000099884	0.0354462	ssa16	69088048
ENSSSAG00000048382	0.049258	ssa16	69088048
ENSSSAG00000111098	0.00547883	ssa16	69092191
ENSSSAG00000080019	0.0108201	ssa16	69768558
ENSSSAG00000041967	1.40E-05	ssa16	70006823
ENSSSAG00000076829	0.0385636	ssa16	70006823
ENSSSAG00000015344	3.35E-17	ssa16	70196707
ENSSSAG00000076833	0.00614742	ssa16	70350505
ENSSSAG00000041941	0.04987	ssa16	70415231
ENSSSAG00000112433	0.042736	ssa16	70889722
ENSSSAG00000008168	0.0153043	ssa16	71309357
ENSSSAG00000071447	0.00488056	ssa16	71735083
ENSSSAG00000046090	0.000178627	ssa16	71771063
ENSSSAG00000066648	0.00545485	ssa16	71771063
ENSSSAG00000079396	1.16E-33	ssa16	71911763
ENSSSAG00000047678	0.000802367	ssa16	72032919
ENSSSAG00000078620	5.21E-32	ssa16	72071033
ENSSSAG00000078840	8.16E-07	ssa16	72071033
ENSSSAG00000078778	0.00344077	ssa16	72078282
ENSSSAG00000114133	9.82E-10	ssa16	72511735
ENSSSAG00000080020	3.05E-39	ssa16	72635638
ENSSSAG00000119303	2.20E-06	ssa16	72743220
ENSSSAG00000078591	4.89E-15	ssa16	73455281
ENSSSAG00000064788	4.13E-26	ssa16	73819348
ENSSSAG00000060629	0.000173058	ssa16	73819348
ENSSSAG00000079707	6.24E-05	ssa16	73871609
ENSSSAG00000043051	0.00650398	ssa16	74439593
ENSSSAG00000088201	5.66E-07	ssa16	74441683
ENSSSAG00000093315	1.64E-05	ssa16	74447997
ENSSSAG00000080039	0.035837	ssa16	74489571
ENSSSAG00000040883	5.08E-07	ssa16	74932305
ENSSSAG00000079443	5.42E-05	ssa16	75068016
ENSSSAG00000039936	0.0478692	ssa16	75068016
ENSSSAG00000091051	2.23E-15	ssa16	75167707
ENSSSAG00000006171	3.89E-13	ssa16	75167707
ENSSSAG00000088702	0.000732726	ssa16	75398157
ENSSSAG00000107250	0.000206005	ssa16	75443884
ENSSSAG00000038673	0.000315798	ssa16	75443884
ENSSSAG00000042175	0.00155769	ssa16	75443884
ENSSSAG00000089239	0.0428667	ssa16	75443884
ENSSSAG00000055940	0.0448781	ssa16	75443884
ENSSSAG00000079711	5.60E-05	ssa16	75444017
ENSSSAG00000092493	5.66E-05	ssa16	75444017
ENSSSAG00000041548	4.87E-06	ssa16	75593595
ENSSSAG00000016020	0.00733515	ssa16	75597984
ENSSSAG00000051695	0.042811	ssa16	76344459
ENSSSAG00000087172	0.000504561	ssa16	77453016
ENSSSAG00000099607	1.89E-14	ssa16	77460633
ENSSSAG00000010147	4.97E-07	ssa16	77460633
ENSSSAG00000008620	0.0146799	ssa16	77773286
ENSSSAG00000074709	0.0264269	ssa16	77773286
ENSSSAG00000055076	7.01E-07	ssa16	78496075
ENSSSAG00000052221	0.0175907	ssa16	78524489
ENSSSAG00000101770	0.0128507	ssa16	78539737
ENSSSAG00000109988	1.71E-06	ssa16	78590095
ENSSSAG00000091366	0.0288678	ssa16	78606705
ENSSSAG00000045894	2.58E-12	ssa16	78615538
ENSSSAG00000041634	0.00492901	ssa16	79481973
ENSSSAG00000008145	1.70E-34	ssa16	79889707
ENSSSAG00000010250	2.03E-05	ssa16	79889707
ENSSSAG00000042889	0.0116449	ssa16	79892582
ENSSSAG00000097565	4.77E-10	ssa16	79917483
ENSSSAG00000051650	0.0158129	ssa16	79917483
ENSSSAG00000042686	1.10E-09	ssa16	80008565
ENSSSAG00000100162	5.98E-09	ssa16	80008565
ENSSSAG00000053949	0.00724288	ssa16	80008565
ENSSSAG00000113109	0.00234299	ssa16	80010945
ENSSSAG00000055011	0.0324121	ssa16	80010945
ENSSSAG00000042151	0.000791425	ssa16	80892922
ENSSSAG00000054060	0.0354431	ssa16	80892922
ENSSSAG00000055937	0.00383174	ssa16	80906991
ENSSSAG00000106635	0.046942	ssa16	80906992
ENSSSAG00000100452	3.89E-10	ssa16	81129053
ENSSSAG00000085874	7.85E-15	ssa16	81727479
ENSSSAG00000114312	4.68E-05	ssa16	81728204
ENSSSAG00000101313	0.0437511	ssa16	81864451
ENSSSAG00000042133	8.20E-64	ssa16	81942998
ENSSSAG00000107867	3.02E-05	ssa16	81954099
ENSSSAG00000108029	0.0326729	ssa16	81954099
ENSSSAG00000118063	0.040939	ssa16	81977591
ENSSSAG00000096928	6.27E-07	ssa16	82794308
ENSSSAG00000043290	0.0267532	ssa16	83141873
